id,chromosome_E,start_E,end_E,width_E,Phastcons100way_score_E,gene_symbol_E,chromosome_P,start_P,end_P,width_P,Phastcons100way_score_P,gene_symbol_P
active_wTR1_4297,chr3,182011221,182012145,925,0.06918918918918919,"NA",chr3,181429323,181430937,1615,0.8806191950464394,SOX2
active_wTR1_4593,chr8,61565083,61567188,2106,0.06481481481481481,"NA",chr8,61589359,61594461,5103,0.4195375269449341,CHD7
active_wTR1_4594,chr8,61703489,61706831,3343,0.2332635357463358,CHD7,chr8,61589688,61592803,3116,0.3602695763799742,CHD7
active_wTR1_4595,chr8,62007054,62008260,1207,0.1251864125932063,"NA",chr8,61590399,61592490,2092,0.41878585086042064,CHD7
active_wTR1_4595.1,chr8,62008425,62009973,1549,0.13789541639767594,"NA",chr8,61590399,61592490,2092,0.41878585086042064,CHD7
active_wTR1_6454,chr16,51474186,51475530,1345,0.6373234200743492,"NA",chr16,51185612,51187506,1895,0.5226912928759894,SALL1
active_wTR1_6454.1,chr16,51475627,51477126,1500,0.5387333333333334,"NA",chr16,51185612,51187506,1895,0.5226912928759894,SALL1
active_wTR1_6530,chr16,80091024,80094040,3017,0.06993702353331123,"NA",chr16,79632565,79635425,2861,0.6485145054176862,MAF
active_wTR2_10682,chr3,180927591,180928670,1080,0.1873148148148147,SOX2-OT,chr3,181431162,181433312,2151,0.7906090190609023,SOX2
active_wTR2_10685,chr3,180927931,180928760,830,0.15686746987951802,SOX2-OT,chr3,181429957,181430666,710,0.9425352112676059,SOX2
active_wTR2_10692,chr3,181135248,181136034,787,0.7523506988564165,SOX2-OT,chr3,181430150,181431722,1573,0.9008900190718375,SOX2
active_wTR2_10695,chr3,181159210,181161263,2054,0.25175267770204474,SOX2-OT,chr3,181430185,181432453,2269,0.8695019832525342,SOX2
active_wTR2_10702,chr3,181171663,181172900,1238,0.7363489499192244,SOX2-OT,chr3,181427969,181440344,12376,0.5214043309631549,SOX2
active_wTR2_10702.1,chr3,181175200,181178437,3238,0.4753860407659048,SOX2-OT,chr3,181427969,181440344,12376,0.5214043309631549,SOX2
active_wTR2_10704,chr3,181172219,181172900,682,0.6919354838709677,SOX2-OT,chr3,181416231,181427622,11392,0.4508251404494367,SOX2
active_wTR2_10704.1,chr3,181175200,181178437,3238,0.4753860407659048,SOX2-OT,chr3,181416231,181427622,11392,0.4508251404494367,SOX2
active_wTR2_10707,chr3,181215353,181217001,1649,0.2001212856276532,SOX2-OT,chr3,181431417,181432369,953,0.9117523609653725,SOX2
active_wTR2_10725,chr3,181961743,181963625,1883,0.20477960701009035,"NA",chr3,181428859,181431123,2265,0.7232229580573949,SOX2
active_wTR2_10726,chr3,182017284,182019478,2195,0.20214123006833704,"NA",chr3,181429284,181430811,1528,0.8560863874345546,SOX2
active_wTR2_10728,chr3,182009835,182011912,2078,0.32449470644850814,"NA",chr3,181430394,181431094,701,0.9788873038516405,SOX2
active_wTR2_10729,chr3,182333836,182337894,4059,0.12929292929292932,"NA",chr3,181428211,181434361,6151,0.6441554218826206,SOX2
active_wTR2_10730,chr3,181955009,181956063,1055,0.2639810426540285,"NA",chr3,181430757,181431826,1070,0.8585981308411214,SOX2
active_wTR2_10731,chr3,181974472,181976670,2199,0.30381991814461123,"NA",chr3,181430843,181432026,1184,0.8704391891891892,SOX2
active_wTR2_10732,chr3,181956998,181957464,467,0.11349036402569594,"NA",chr3,181429681,181433312,3632,0.8514317180616744,SOX2
active_wTR2_10732.1,chr3,181957507,181961306,3800,0.4290526315789472,"NA",chr3,181429681,181433312,3632,0.8514317180616744,SOX2
active_wTR2_10733,chr3,182223809,182228557,4749,0.2533796588755525,"NA",chr3,181429656,181434182,4527,0.7636403799425671,SOX2
active_wTR2_10734,chr3,182009473,182011306,1834,0.4214285714285714,"NA",chr3,181431786,181433019,1234,0.7931928687196109,SOX2
active_wTR2_11563,chr8,61316732,61318279,1548,0.3594961240310079,"NA",chr8,61593235,61594560,1326,0.528054298642534,CHD7
active_wTR2_11565,chr8,61325257,61328278,3022,0.16915949702183988,"NA",chr8,61592396,61593815,1420,0.6207746478873241,CHD7
active_wTR2_11567,chr8,61532328,61533343,1016,0.6411417322834646,RAB2A,chr8,61592640,61593838,1199,0.6423686405337784,CHD7
active_wTR2_11568,chr8,61565083,61566483,1401,0.03576017130620985,"NA",chr8,61593101,61594406,1306,0.6052833078101073,CHD7
active_wTR2_11569,chr8,61855317,61857028,1712,0.20081775700934584,"NA",chr8,61591992,61593244,1253,0.5466879489225861,CHD7
active_wTR2_11570,chr8,61934793,61935585,793,0.412484237074401,"NA",chr8,61592080,61593244,1165,0.5271244635193134,CHD7
active_wTR2_11571,chr8,61651568,61652811,1244,0.33054662379421224,CHD7,chr8,61592080,61593438,1359,0.5816777041942607,CHD7
active_wTR2_11572,chr8,61703225,61706869,3645,0.2169547325102882,CHD7,chr8,61591965,61594236,2272,0.6001320422535215,CHD7
active_wTR2_11573,chr8,61822277,61824930,2654,0.19287867370007536,"NA",chr8,61593003,61594406,1404,0.6293447293447296,CHD7
active_wTR2_11575,chr8,61934793,61936135,1343,0.4212956068503351,"NA",chr8,61593648,61594644,997,0.4667001003009027,CHD7
active_wTR2_12460,chr1,8917062,8917559,498,0.01566265060240964,"NA",chr1,8876159,8877447,1289,0.4440651667959659,RERE
active_wTR2_12461,chr1,8905861,8907870,2010,0.02696517412935323,"NA",chr1,8877944,8878555,612,0.04379084967320262,RERE
active_wTR2_13518,chr7,5742159,5745206,3048,0.09156824146981628,RNF216,chr7,5567128,5570697,3570,0.5000560224089636,ACTB
active_wTR2_13521,chr7,5730435,5732589,2155,0.12779582366589323,RNF216,chr7,5568064,5570708,2645,0.416294896030246,ACTB
active_wTR2_13651,chr7,128806464,128809514,3051,0.2732546705998033,TSPAN33,chr7,128827931,128830850,2920,0.27054794520547976,SMO
active_wTR2_16679,chr16,80118060,80119080,1021,0.1578844270323212,"NA",chr16,79633419,79634393,975,0.7589743589743587,MAF
active_wTR2_17192,chr15,75986765,75987831,1067,0.1540768509840675,CSPG4,chr15,77924818,77925340,523,0.5957934990439774,LINGO1
active_wTR2_176,chr6,122222666,122223827,1162,0.042685025817555955,"NA",chr6,121757458,121758726,1269,0.1666666666666666,GJA1
active_wTR2_177,chr6,122168898,122170255,1358,0.2587628865979383,"NA",chr6,121757550,121758786,1237,0.12336297493936939,GJA1
active_wTR2_3110,chr14,70446992,70448406,1415,0.45710247349823335,SMOC1,chr14,70344756,70347035,2280,0.19061403508771926,SMOC1
active_wTR2_3256,chr14,77771777,77777760,5984,0.08424131016042787,POMT2,chr14,77786235,77788299,2065,0.16624697336561756,POMT2;GSTZ1
active_wTR2_3916,chr9,98248238,98256995,8758,0.11275405343685772,PTCH1,chr9,98263779,98272635,8857,0.33930224681043236,PTCH1
active_wTR2_3918,chr9,98257080,98258712,1633,0.5194733619105941,PTCH1,chr9,98266679,98268876,2198,0.3329845313921747,PTCH1
active_wTR2_3919,chr9,98257112,98258712,1601,0.5264834478450969,PTCH1,chr9,98269000,98272148,3149,0.6381073356621154,PTCH1
active_wTR2_3919.1,chr9,98259406,98260821,1416,0.27620056497175155,PTCH1,chr9,98269000,98272148,3149,0.6381073356621154,PTCH1
active_wTR2_3925,chr9,98810652,98812144,1493,0.2931681178834561,"NA",chr9,98269452,98272590,3139,0.6656259955399814,PTCH1
active_wTR2_5048,chr8,144976545,144977259,715,0.023636363636363636,"NA",chr8,144906661,144907971,1311,0.01014492753623188,PUF60
active_wTR2_5050,chr8,144977491,144977909,419,0.0026252983293556086,"NA",chr8,144906838,144907971,1134,0.010846560846560844,PUF60
active_wTR2_5776,chr22,19156231,19158180,1950,0.14810256410256412,"NA",chr22,21355352,21356421,1070,0.2356074766355141,THAP7-AS1;THAP7
active_wTR2_5778,chr22,20778487,20779596,1110,0.11990990990990988,SCARF2,chr22,20849119,20849817,699,0.03347639484978541,KLHL22
active_wTR2_5780,chr22,19157228,19159163,1936,0.056198347107438006,"NA",chr22,19108014,19110409,2396,0.08681135225375626,DGCR2
active_wTR2_5783,chr22,19157522,19160231,2710,0.010036900369003694,"NA",chr22,19130076,19136678,6603,0.10262002120248383,GSC2;ESS2
active_wTR2_5794,chr22,19963283,19964741,1459,0.08978752570253594,ARVCF,chr22,20005258,20006300,1043,0.045925215723873446,TANGO2;ARVCF
active_wTR2_6787,chr19,8399669,8400583,915,0.34207650273224044,KANK3,chr19,8674127,8675257,1131,0.1461538461538462,ADAMTS10
active_wTR2_9989,chr11,31892311,31893390,1080,0.07018518518518521,RCN1;PAX6-AS1,chr11,31830904,31832071,1168,0.35000000000000003,PAX6
active_wTR2_9990,chr11,31579239,31580312,1074,0.2304469273743015,ELP4,chr11,31831082,31832558,1477,0.4423832092078537,PAX6
active_wTR2_9992,chr11,31789648,31790742,1095,0.48666666666666664,ELP4,chr11,31830976,31832288,1313,0.37806549885757806,PAX6
active_wTR2_9995,chr11,31788993,31790258,1266,0.295339652448657,ELP4,chr11,31830005,31830908,904,0.22887168141592923,PAX6
active_wTR3_1104,chr17,79358789,79359439,651,0.21013824884792623,LOC100130370,chr17,79480327,79481483,1157,0.007519446845289541,ACTG1
active_wTR3_1290,chr14,70454056,70455160,1105,0.5164705882352941,SMOC1,chr14,70346310,70347382,1073,0.4125815470643056,SMOC1
active_wTR3_1360,chr14,77771949,77777760,5812,0.08399862353750863,POMT2,chr14,77786880,77788685,1806,0.14069767441860462,POMT2;GSTZ1
active_wTR3_1708,chr9,98255864,98258712,2849,0.40171990171990174,PTCH1,chr9,98267390,98273040,5651,0.5167934878782515,PTCH1
active_wTR3_1708.1,chr9,98259406,98260895,1490,0.2626845637583894,PTCH1,chr9,98267390,98273040,5651,0.5167934878782515,PTCH1
active_wTR3_2185,chr8,144976483,144977909,1427,0.01296426068675543,"NA",chr8,144909162,144915427,6266,NA,PUF60
active_wTR3_2483,chr22,19157028,19159540,2513,0.1194986072423399,"NA",chr22,19108795,19112372,3578,0.13409726103968694,DGCR2
active_wTR3_2484,chr22,19158560,19159828,1269,0.016706067769897557,"NA",chr22,19131861,19133834,1974,0.19062816616008105,ESS2
active_wTR3_2486,chr22,20125640,20126627,988,0.007793522267206477,ZDHHC8,chr22,20104628,20105629,1002,0.339620758483034,RANBP1;TRMT2A
active_wTR3_4229,chr11,31892621,31893660,1040,0.13557692307692307,PAX6-AS1;RCN1,chr11,31830344,31831704,1361,0.3525349008082293,PAX6
active_wTR3_4230,chr11,31579162,31580412,1251,0.20135891286970406,ELP4,chr11,31830252,31831582,1331,0.3660405709992488,PAX6
active_wTR3_4459,chr3,180927653,180928760,1108,0.15171480144404326,SOX2-OT,chr3,181429679,181430666,988,0.9536437246963563,SOX2
active_wTR3_4461,chr3,180927931,180929202,1272,0.14858490566037738,SOX2-OT,chr3,181431417,181432643,1227,0.8537082314588426,SOX2
active_wTR3_4470,chr3,181171666,181172900,1235,0.7381376518218622,SOX2-OT,chr3,181428211,181435372,7162,0.6187377827422507,SOX2
active_wTR3_4470.1,chr3,181175200,181178437,3238,0.4753860407659048,SOX2-OT,chr3,181428211,181435372,7162,0.6187377827422507,SOX2
active_wTR3_4485,chr3,181332540,181333382,843,0.056583629893238445,SOX2-OT,chr3,181431501,181432646,1146,0.843455497382199,SOX2
active_wTR3_4487,chr3,181332700,181334261,1562,0.05563380281690141,SOX2-OT,chr3,181430394,181431292,899,0.8400444938820911,SOX2
active_wTR3_4489,chr3,181421924,181424070,2147,0.28691197019096426,SOX2-OT,chr3,181431003,181433312,2310,0.7882683982683986,SOX2
active_wTR3_4490,chr3,181437041,181445185,8145,0.35984039287906705,SOX2-OT,chr3,181417067,181436843,19777,0.5111695403751836,SOX2
active_wTR3_4490.1,chr3,181446099,181453788,7690,0.30412223667100047,SOX2-OT,chr3,181417067,181436843,19777,0.5111695403751836,SOX2
active_wTR3_4491,chr3,182335579,182336428,850,0.1370588235294118,"NA",chr3,181431162,181432646,1485,0.8098316498316502,SOX2
active_wTR3_4492,chr3,181974472,181976670,2199,0.30381991814461123,"NA",chr3,181431003,181433730,2728,0.6929618768328448,SOX2
active_wTR3_4493,chr3,181959771,181961295,1525,0.49481967213114786,"NA",chr3,181431834,181433019,1186,0.7849915682967956,SOX2
active_wTR3_4868,chr8,61705034,61706028,995,0.7081407035175881,CHD7,chr8,61593428,61594285,858,0.5920745920745919,CHD7
active_wTR3_5552,chr7,5742308,5744455,2148,0.1266759776536313,RNF216,chr7,5568982,5569900,919,0.3003264417845485,ACTB
active_wTR3_5611,chr7,128806658,128808223,1566,0.27611749680715203,TSPAN33,chr7,128828044,128829445,1402,0.45563480741797446,SMO
active_wTR3_70,chr6,122223078,122224007,930,0.007096774193548388,"NA",chr6,121757932,121759393,1462,0.0637482900136799,GJA1
poised_wTR1_1471,chr17,79395692,79398509,2818,0.054897090134847386,BAHCC1,chr17,79479689,79481438,1750,0.04102857142857142,ACTG1
poised_wTR1_1472,chr17,79448172,79451228,3057,0.05227347072293099,"NA",chr17,79479557,79481792,2236,0.040071556350626106,ACTG1
poised_wTR1_1881,chr6,1831555,1834590,3036,0.21498682476943345,GMDS,chr6,1609997,1611760,1764,0.5957482993197274,FOXC1
poised_wTR1_2107,chr3,25489877,25490573,697,0.008034433285509325,RARB,chr3,25469682,25472302,2621,0.6973292636398316,RARB
poised_wTR1_2184,chr14,57261132,57262403,1272,0.12366352201257863,"NA",chr14,57275469,57278388,2920,0.21835616438356154,OTX2;OTX2-AS1
poised_wTR1_3903,chr2,145262054,145264093,2040,0.7313235294117643,ZEB2,chr2,145272174,145274504,2331,0.5506649506649499,ZEB2
poised_wTR1_3905,chr2,145349406,145352073,2668,0.5407796101949026,"NA",chr2,145274922,145277054,2133,0.8678387248007509,ZEB2;ZEB2-AS1
poised_wTR1_4596,chr8,61677039,61679738,2700,0.017259259259259262,CHD7,chr8,61590871,61593351,2481,0.5106005642885929,CHD7
poised_wTR1_5417,chr7,5530702,5535660,4959,0.07110304496874369,MIR589;FBXL18,chr7,5569022,5571209,2188,0.1896709323583181,ACTB
poised_wTR1_986,chr17,16189167,16191455,2289,0.13355176933158577,PIGL,chr17,16117565,16121573,4009,0.1478922424544774,PIGL;NCOR1
poised_wTR2_10727,chr3,182208016,182208602,587,0.08909710391822827,"NA",chr3,181430128,181431306,1179,0.87421543681085645,SOX2
poised_wTR2_1083,chr5,171845235,171846994,1760,0.08079545454545452,SH3PXD2B,chr5,171878724,171882664,3941,0.13445825932504446,SH3PXD2B
poised_wTR2_11574,chr8,61760314,61761573,1260,0.5357142857142858,CHD7,chr8,61593235,61594406,1172,0.5917235494880547,CHD7
poised_wTR2_1296,chr17,16189167,16190356,1190,0.20033613445378143,PIGL,chr17,16118114,16119344,1231,0.2683184402924452,PIGL;NCOR1
poised_wTR2_1300,chr17,16189167,16190014,848,0.27205188679245274,PIGL,chr17,16120304,16121573,1270,0.1322047244094488,PIGL;NCOR1
poised_wTR2_13518,chr7,5738929,5740413,1485,0.12471380471380475,RNF216,chr7,5567128,5570697,3570,0.5000560224089636,ACTB
poised_wTR2_13652,chr7,128841475,128842853,1379,0.14321972443799852,SMO,chr7,128828291,128829870,1580,0.42683544303797494,SMO
poised_wTR2_16476,chr16,51439619,51441513,1895,0.11820580474934038,"NA",chr16,51185709,51187156,1448,0.5658839779005523,SALL1
poised_wTR2_16873,chr11,102057000,102058965,1966,0.36775178026449634,YAP1,chr11,101980800,101982774,1975,0.4349873417721521,YAP1
poised_wTR2_2587,chr17,79258749,79259911,1163,0.028460877042132418,SLC38A10,chr17,79480823,79481647,825,0.0027878787878787884,ACTG1
poised_wTR2_2657,chr17,79448353,79450054,1702,0.08413631022326677,"NA",chr17,79480072,79481445,1374,0.009315866084425035,ACTG1
poised_wTR2_3111,chr14,70362513,70363204,692,0.026878612716763013,SMOC1,chr14,70345768,70346598,831,0.3280385078219013,SMOC1
poised_wTR2_3915,chr9,98243664,98244560,897,0.4771460423634336,PTCH1,chr9,98270065,98270792,728,0.6964285714285714,PTCH1
poised_wTR2_7223,chr18,2636366,2637206,841,0.12734839476813317,"NA",chr18,2654760,2656110,1351,0.13279052553663953,SMCHD1;CBX3P2
poised_wTR2_9988,chr11,31902435,31903706,1272,0.014779874213836473,RCN1;PAX6-AS1,chr11,31829899,31830882,984,0.2063008130081301,PAX6
poised_wTR2_9993,chr11,31259426,31261376,1951,0.2831368528959511,DCDC1,chr11,31830157,31832138,1982,0.3088294651866803,PAX6
poised_wTR3_1707,chr9,98243664,98246271,2608,0.2687116564417177,PTCH1,chr9,98269422,98271523,2102,0.6855851569933401,PTCH1
poised_wTR3_3080,chr18,2636367,2638096,1730,0.08023121387283237,"NA",chr18,2654845,2655648,804,0.015422885572139302,SMCHD1;CBX3P2
poised_wTR3_555,chr17,16189106,16190227,1122,0.2123885918003564,PIGL,chr17,16117709,16119344,1636,0.2399144254278729,PIGL;NCOR1
